group_id	group_size	unique_text_count	majority_text_count	majority_text_ratio
cer2_007_000019	60	1	60	1.000000
cer2_008_000000	60	1	60	1.000000
cer2_008_000001	60	1	60	1.000000
cer2_008_000002	60	1	60	1.000000
cer2_008_000003	60	1	60	1.000000
cer2_008_000004	60	1	60	1.000000
cer2_008_000005	60	1	60	1.000000
cer2_008_000006	60	1	60	1.000000
cer2_008_000007	60	1	60	1.000000
cer2_008_000008	60	1	60	1.000000
cer2_008_000009	60	1	60	1.000000
cer2_008_000010	60	1	60	1.000000
cer2_008_000011	60	1	60	1.000000
cer2_008_000012	60	1	60	1.000000
cer2_008_000013	60	1	60	1.000000
cer2_008_000014	60	1	60	1.000000
cer2_008_000015	60	1	60	1.000000
cer2_008_000016	60	1	60	1.000000
cer2_008_000017	60	1	60	1.000000
cer2_008_000018	60	1	60	1.000000
cer2_009_000000	60	1	60	1.000000
cer2_009_000001	60	1	60	1.000000
cer2_009_000002	60	1	60	1.000000
cer2_009_000003	60	1	60	1.000000
cer2_009_000004	60	1	60	1.000000
cer2_009_000005	60	1	60	1.000000
cer2_009_000006	60	1	60	1.000000
cer2_009_000007	60	1	60	1.000000
cer2_009_000008	60	1	60	1.000000
cer2_009_000009	60	1	60	1.000000
cer2_009_000010	60	1	60	1.000000
cer2_009_000011	60	1	60	1.000000
cer2_009_000012	60	1	60	1.000000
cer2_009_000013	60	1	60	1.000000
cer2_009_000014	60	1	60	1.000000
cer2_009_000015	60	1	60	1.000000
cer2_009_000016	60	1	60	1.000000
cer2_009_000017	60	1	60	1.000000
cer2_009_000018	60	1	60	1.000000
cer2_009_000019	60	1	60	1.000000
cer2_010_000000	60	1	60	1.000000
cer2_010_000001	60	1	60	1.000000
cer2_010_000002	60	1	60	1.000000
cer2_010_000003	60	1	60	1.000000
cer2_010_000004	60	1	60	1.000000
cer2_010_000005	60	1	60	1.000000
cer2_010_000006	60	1	60	1.000000
cer2_010_000007	60	1	60	1.000000
cer2_010_000008	60	1	60	1.000000
cer2_010_000009	60	1	60	1.000000
cer2_010_000010	60	1	60	1.000000
cer2_010_000011	60	1	60	1.000000
cer2_010_000012	60	1	60	1.000000
cer2_010_000013	60	1	60	1.000000
cer2_010_000014	60	1	60	1.000000
cer2_010_000015	60	1	60	1.000000
cer2_011_000000	60	1	60	1.000000
cer2_011_000001	60	1	60	1.000000
cer2_011_000002	60	1	60	1.000000
cer2_011_000003	60	1	60	1.000000
cer2_011_000004	60	1	60	1.000000
cer2_011_000005	60	1	60	1.000000
cer2_011_000006	60	1	60	1.000000
cer2_011_000007	60	1	60	1.000000
cer2_011_000008	60	1	60	1.000000
cer2_011_000009	60	1	60	1.000000
cer2_011_000010	60	1	60	1.000000
cer2_011_000011	60	1	60	1.000000
cer2_011_000012	60	1	60	1.000000
cer2_011_000013	60	1	60	1.000000
